,location,total_sqft,bath,price,bhk,encoded_loc
2558,Kanakpura Road,1339.0,2,62.0,2,131
2559,Whitefield,1130.0,2,36.0,2,235
2560,Uttarahalli,1085.0,2,43.0,2,226
2561,Yeshwanthpur,1430.0,3,72.0,3,240
2562,Others,1490.0,2,59.6,3,184
2563,Others,1650.0,4,99.0,4,184
2564,Bellandur,1286.0,2,57.0,2,44
2565,Others,925.0,2,63.0,2,184
2566,Bellandur,3016.0,4,230.0,4,44
2567,Haralur Road,1000.0,2,44.0,2,93
2568,Whitefield,1215.0,2,39.0,2,235
2569,Lakshminarayana Pura,1336.0,2,100.0,2,157
2570,Yeshwanthpur,673.0,1,36.85,1,240
2571,Anandapura,1200.0,2,58.0,2,17
2572,Devanahalli,2400.0,5,100.0,5,69
2573,Sector 2 HSR Layout,1143.0,2,65.0,2,206
2574,Kanakpura Road,1470.0,2,61.74,2,131
2575,Marathahalli,1785.0,3,94.0,3,165
2576,Kothanur,1460.0,3,71.0,3,150
2577,Kasturi Nagar,1500.0,2,80.0,3,135
2578,Sanjay nagar,3300.0,3,250.0,5,201
2579,Chikkalasandra,1230.0,2,48.0,2,63
2580,Yelahanka New Town,650.0,1,20.0,1,238
2581,Benson Town,1480.0,2,120.0,2,45
2582,Thanisandra,1220.0,2,43.92,2,219
2583,Others,1570.0,3,115.0,3,184
2584,Mallasandra,1665.0,3,86.91,3,162
2585,Ramamurthy Nagar,1100.0,2,68.0,2,198
2586,Kathriguppe,1350.0,2,87.01,3,136
2587,Kasavanhalli,1719.0,3,116.0,3,134
2588,Budigere,664.0,1,35.0,1,56
2589,Sonnenahalli,1011.0,2,50.53,2,214
2590,Others,2400.0,6,130.0,6,184
2591,Others,1680.0,3,85.0,3,184
2592,Yeshwanthpur,1069.0,2,49.475,2,240
2593,Uttarahalli,1350.0,2,53.0,3,226
2594,Pattandur Agrahara,875.0,2,33.0,2,189
2595,Hennur,1231.0,2,48.0,2,98
2596,Somasundara Palya,1174.0,2,74.0,2,212
2597,Munnekollal,1560.0,3,75.0,3,169
2598,Others,1464.0,2,56.0,2,184
2599,Kanakpura Road,2200.0,3,130.0,3,131
2600,Shivaji Nagar,850.0,2,55.0,2,210
2601,1st Phase JP Nagar,2024.0,3,157.0,3,2
2602,Devanahalli,1080.0,2,44.0,2,69
2603,Electronic City,1020.0,2,29.46,2,77
2604,Begur Road,1500.0,2,55.0,3,43
2605,Kodichikkanahalli,3250.0,4,180.0,4,142
2606,Channasandra,1030.0,2,34.5,2,60
2607,Hebbal,1440.0,2,115.0,2,95
2608,Hoodi,1500.0,2,84.0,2,100
2609,Thanisandra,1380.0,1,62.1,1,219
2610,Others,705.0,1,36.5,1,184
2611,Hegde Nagar,1584.01,3,103.0,3,97
2612,Others,1340.0,3,77.0,3,184
2613,Others,1800.0,3,70.0,3,184
2614,R.T. Nagar,1200.0,2,45.0,2,192
2615,Sarjapur  Road,685.0,1,40.0,1,204
2616,Others,925.0,2,42.0,2,184
2617,Others,1230.0,2,57.0,2,184
2618,Kodichikkanahalli,1125.0,2,52.0,2,142
2619,Hebbal,1100.0,2,54.0,2,95
2620,Jigani,2400.0,3,149.0,3,117
2621,Electronic City Phase II,1400.0,2,41.58,3,78
2622,Jakkur,1858.0,3,98.3,3,114
2623,HSR Layout,1185.0,2,60.0,2,92
2624,Hennur,1255.0,2,58.0,2,98
2625,Kudlu Gate,1335.0,3,89.0,3,152
2626,Dodda Nekkundi,1999.0,3,132.0,3,70
2627,Kundalahalli,1397.0,3,110.0,3,154
2628,Chikka Tirupathi,1616.0,3,95.0,3,61
2629,Raja Rajeshwari Nagar,1140.0,2,38.55,2,194
2630,Varthur,1200.0,2,98.0,3,227
2631,Balagere,1205.47,2,81.0,2,29
2632,Electronic City,1700.0,3,75.0,3,77
2633,Kanakpura Road,1090.0,2,54.54,2,131
2634,Yeshwanthpur,3600.0,5,220.0,4,240
2635,Thanisandra,923.0,1,60.84,1,219
2636,Green Glen Layout,1050.0,2,48.0,2,86
2637,Hennur Road,2405.0,2,93.865,3,99
2638,Narayanapura,1485.0,3,85.0,3,178
2639,Dommasandra,1033.0,2,31.5,3,75
2640,Electronic City,1400.0,2,48.0,3,77
2641,Sarjapur  Road,944.0,2,35.0,2,204
2642,Whitefield,1216.0,2,66.48,2,235
2643,Others,1100.0,2,39.5,2,184
2644,Thanisandra,1743.0,3,93.25,3,219
2645,Yelahanka,1274.0,2,48.42,2,237
2646,Mysore Road,1512.0,2,110.0,3,171
2647,Cox Town,1650.0,3,100.0,3,66
2648,Doddathoguru,1875.0,3,55.0,3,73
2649,Whitefield,1350.0,3,54.0,3,235
2650,Others,1219.0,2,40.0,2,184
2651,Sarjapura - Attibele Road,2400.0,3,85.0,3,205
2652,Hormavu,1141.0,2,44.4,2,103
2653,Anandapura,1151.0,2,43.1,2,17
2654,Sarjapur  Road,915.0,2,38.0,2,204
2655,Bannerghatta Road,1115.0,2,65.12,2,38
2656,Thigalarapalya,2072.0,4,139.0,3,220
2657,Kaggadasapura,1200.0,2,53.0,2,122
2658,Singasandra,1300.0,2,65.0,2,211
2659,Bellandur,1457.0,2,85.0,2,44
2660,Kannamangala,1262.0,2,55.0,2,132
2661,Attibele,420.0,1,17.0,1,23
2662,Kanakapura,1160.0,2,46.39,2,130
2663,Kasavanhalli,1115.0,2,50.0,2,134
2664,JP Nagar,1315.0,2,85.4,3,113
2665,Babusapalaya,1500.0,2,57.0,2,27
2666,HSR Layout,1127.0,2,68.0,2,92
2667,Kundalahalli,1397.0,3,104.0,3,154
2668,Whitefield,1173.0,2,60.0,2,235
2669,Jakkur,1230.0,2,76.0,2,114
2670,Others,3200.0,3,190.0,4,184
2671,Sarjapur  Road,858.0,2,31.57,2,204
2672,Talaghattapura,1868.0,3,121.0,3,218
2673,Uttarahalli,1689.28,3,91.2,3,226
2674,Banashankari,1425.0,3,49.88,3,30
2675,Tindlu,1350.0,2,100.0,2,223
2676,Channasandra,4200.0,6,180.0,6,60
2677,Uttarahalli,1310.0,2,85.0,3,226
2678,Haralur Road,4587.5,2,175.0,4,93
2679,Others,970.0,2,40.0,2,184
2680,Kundalahalli,1397.0,3,108.0,3,154
2681,Sarjapur,1157.0,2,40.0,2,203
2682,Kasavanhalli,1125.0,2,61.2,2,134
2683,Sonnenahalli,1157.0,2,42.0,2,214
2684,Sarjapur  Road,1241.0,2,82.0,2,204
2685,Marathahalli,4000.0,4,220.0,4,165
2686,Rajiv Nagar,2340.0,4,148.0,4,196
2687,Others,596.0,1,42.0,1,184
2688,Brookefield,1139.0,2,80.0,2,55
2689,Thigalarapalya,3122.0,5,225.0,4,220
2690,Yeshwanthpur,1168.0,2,64.08,2,240
2691,Chandapura,877.0,2,42.0,2,59
2692,Electronics City Phase 1,1340.0,2,75.0,2,79
2693,Others,1405.0,2,70.0,3,184
2694,Others,1800.0,3,65.0,3,184
2695,Others,985.0,2,63.0,2,184
2696,Others,1490.0,2,88.0,3,184
2697,Others,620.0,1,25.0,2,184
2698,Hormavu,1130.0,2,42.3,2,103
2699,Yelachenahalli,1080.0,2,55.0,2,236
2700,Singasandra,3126.0,4,120.0,4,211
2701,Begur Road,1410.0,2,52.17,3,43
2702,Bommanahalli,1375.0,3,59.0,3,51
2703,Hennur Road,1290.0,2,94.5,3,99
2704,Hosa Road,1318.0,2,85.28,3,104
2705,Electronic City,1128.0,2,68.0,2,77
2706,Others,4428.0,4,255.0,4,184
2707,Kanakpura Road,1051.0,2,56.74,2,131
2708,Kannamangala,2400.0,4,130.0,4,132
2709,Yelahanka,1327.0,2,85.0,2,237
2710,Others,1301.0,2,55.0,2,184
2711,Others,650.0,1,30.0,1,184
2712,Varthur,1200.0,3,67.75,3,227
2713,Others,1500.0,2,89.99,3,184
2714,Sarjapur  Road,984.0,2,45.91,2,204
2715,Others,910.0,1,42.0,1,184
2716,Others,1250.0,3,39.0,3,184
2717,Hosakerehalli,1304.0,2,100.0,2,105
2718,Begur Road,1615.0,3,58.0,3,43
2719,Sarjapur  Road,1400.0,2,68.0,2,204
2720,CV Raman Nagar,1070.0,2,47.5,2,57
2721,Hoodi,1132.0,2,89.37,2,100
2722,Raja Rajeshwari Nagar,1090.0,2,43.59,2,194
2723,Gottigere,1500.0,3,70.0,3,85
2724,Whitefield,1269.0,2,75.0,2,235
2725,Kanakpura Road,1070.0,2,37.45,2,131
2726,Marathahalli,1208.0,2,70.0,2,165
2727,Ramamurthy Nagar,1185.0,2,45.5,2,198
2728,Anekal,888.0,2,34.0,2,19
2729,Others,532.0,1,22.49,1,184
2730,Others,1060.0,3,62.0,3,184
2731,Electronic City,700.0,1,35.0,1,77
2732,Others,902.0,2,42.0,2,184
2733,Doddathoguru,984.0,2,51.0,2,73
2734,Hebbal,2700.0,2,100.0,4,95
2735,Jalahalli East,1475.0,3,96.0,3,116
2736,Haralur Road,1300.0,2,79.0,2,93
2737,Babusapalaya,1453.0,2,43.59,3,27
2738,Akshaya Nagar,1666.0,3,95.0,3,13
2739,Murugeshpalya,1845.0,3,91.0,3,170
2740,Sarjapura - Attibele Road,1676.0,3,52.0,3,205
2741,Uttarahalli,1137.0,2,63.0,2,226
2742,Electronic City,1360.0,2,70.5,3,77
2743,Others,1374.0,2,70.0,3,184
2744,Whitefield,3227.0,5,250.0,5,235
2745,Others,2145.0,4,125.0,4,184
2746,Kasavanhalli,2170.0,3,151.0,3,134
2747,Others,1080.0,2,55.0,2,184
2748,Electronic City Phase II,1790.0,3,100.0,3,78
2749,Doddathoguru,550.0,1,17.0,1,73
2750,Somasundara Palya,1033.0,2,48.0,2,212
2751,Others,1000.0,2,80.0,2,184
2752,Others,1240.0,2,52.6,2,184
2753,Others,1500.0,2,97.0,3,184
2754,Marathahalli,1730.0,3,139.0,3,165
2755,Kasavanhalli,1915.0,3,80.0,3,134
2756,Whitefield,1545.0,3,79.0,3,235
2757,Others,1865.0,4,140.0,3,184
2758,Hebbal Kempapura,1150.0,2,40.0,2,96
2759,Others,1200.0,2,49.0,2,184
2760,Kengeri,963.0,2,40.0,2,139
2761,Kaikondrahalli,1700.0,4,108.0,4,124
2762,Lingadheeranahalli,1682.0,3,120.0,3,158
2763,Yelahanka,1371.0,2,65.0,3,237
2764,Hennur Road,901.0,2,49.5,2,99
2765,Ambalipura,1730.0,3,120.0,3,14
2766,EPIP Zone,1500.0,3,102.0,3,76
2767,Others,3500.0,4,245.0,4,184
2768,Others,1203.0,2,59.86,2,184
2769,Horamavu Banaswadi,1357.0,2,54.0,2,102
2770,Others,1600.0,3,76.0,3,184
2771,Yelahanka New Town,350.0,1,13.5,1,238
2772,Varthur,1665.0,3,53.0,3,227
2773,Sarjapur  Road,835.0,1,46.95,1,204
2774,Haralur Road,1444.0,2,80.0,3,93
2775,Kanakapura,1277.0,2,55.0,2,130
2776,Lingadheeranahalli,1521.0,3,94.71,3,158
2777,Others,1134.0,2,40.0,2,184
2778,Vasanthapura,995.0,2,34.82,2,229
2779,Marathahalli,1325.0,1,92.0,2,165
2780,Kothanur,4000.0,6,150.0,6,150
2781,Marathahalli,1525.0,3,90.0,3,165
2782,Others,1320.0,2,73.0,3,184
2783,Electronics City Phase 1,650.0,1,23.0,1,79
2784,Electronic City,1150.0,2,38.0,2,77
2785,Electronic City Phase II,769.0,2,40.0,2,78
2786,Electronic City,1571.0,3,105.0,3,77
2787,Hennur Road,1445.0,3,86.56,3,99
2788,Bommasandra,902.0,2,49.0,2,52
2789,Sarjapur,2238.0,3,140.0,3,203
2790,Electronic City,1090.0,2,31.49,2,77
2791,Yelahanka,1712.0,3,82.0,3,237
2792,Haralur Road,1088.0,2,68.0,2,93
2793,Somasundara Palya,1575.0,3,63.1,3,212
2794,Kundalahalli,1920.0,3,150.0,3,154
2795,Margondanahalli,1000.0,2,57.0,2,166
2796,Others,1100.0,2,56.1,2,184
2797,Electronic City,1089.0,2,45.0,2,77
2798,Horamavu Agara,1106.0,2,43.09,2,101
2799,Kengeri,927.0,2,37.0,2,139
2800,Kanakpura Road,1339.0,2,58.0,2,131
2801,Thanisandra,923.0,1,45.69,1,219
2802,Lakshminarayana Pura,1175.0,2,75.0,2,157
2803,Thubarahalli,975.0,2,55.0,2,221
2804,Hebbal,2400.0,4,180.0,3,95
2805,Subramanyapura,1330.0,3,72.0,3,215
2806,Thanisandra,1183.0,2,59.74,2,219
2807,Harlur,1758.0,3,133.0,3,94
2808,Pai Layout,1100.0,2,50.0,2,186
2809,Ramamurthy Nagar,1170.0,2,46.8,2,198
2810,Others,2400.0,5,120.0,5,184
2811,Raja Rajeshwari Nagar,1530.0,3,51.77,3,194
2812,Hebbal,1420.0,2,107.0,2,95
2813,Kanakpura Road,1591.0,3,115.0,3,131
2814,Others,675.0,3,52.0,2,184
2815,Hoodi,1055.0,2,57.63,2,100
2816,Iblur Village,1918.0,3,129.0,3,111
2817,Sarjapur  Road,1280.0,2,76.0,2,204
2818,Nagarbhavi,1560.0,3,66.0,3,174
2819,Sarjapur  Road,1145.0,2,49.5,2,204
2820,Others,1801.0,3,139.0,3,184
2821,Hebbal,1320.0,2,92.0,2,95
2822,Others,1350.0,2,65.0,3,184
2823,Kalyan nagar,3800.0,5,300.0,4,126
2824,Bannerghatta Road,1344.0,2,42.0,3,38
2825,Bannerghatta Road,1893.0,3,100.0,3,38
2826,Chandapura,1107.0,2,43.0,3,59
2827,Lakshminarayana Pura,1190.0,2,75.0,2,157
2828,Whitefield,1000.0,2,35.0,2,235
2829,Others,2400.0,2,160.0,2,184
2830,Kumaraswami Layout,1000.0,2,48.5,2,153
2831,Jalahalli,2113.0,3,155.0,3,115
2832,KR Puram,1100.0,2,46.0,2,119
2833,Harlur,1884.0,4,120.0,4,94
2834,Electronic City,1110.0,2,40.0,2,77
2835,Others,1250.0,3,40.0,3,184
2836,Sarjapur  Road,1470.0,3,62.0,3,204
2837,Others,1150.0,2,75.0,2,184
2838,Kudlu Gate,703.0,1,52.0,1,152
2839,Others,1400.0,2,62.0,3,184
2840,Bellandur,1195.0,2,51.0,2,44
2841,Narayanapura,1302.0,2,69.1,2,178
2842,Begur Road,1583.0,3,74.4,3,43
2843,Others,1488.0,2,60.0,3,184
2844,Whitefield,3262.0,4,260.0,4,235
2845,Electronic City,1600.0,3,104.0,3,77
2846,Old Airport Road,1150.0,2,90.0,2,182
2847,Sarjapur  Road,1263.0,2,78.0,2,204
2848,Kanakpura Road,1299.0,2,85.0,2,131
2849,Banashankari,1330.0,2,78.0,2,30
2850,Devanahalli,1282.0,2,52.43,3,69
2851,Others,1853.0,3,82.0,3,184
2852,Others,861.0,2,35.0,2,184
2853,Bannerghatta Road,1600.0,3,95.0,3,38
2854,Others,1256.0,2,62.8,2,184
2855,Others,1390.0,2,80.0,3,184
2856,Others,1550.0,2,90.0,3,184
2857,Hebbal,919.0,2,49.0,2,95
2858,Margondanahalli,1625.0,3,80.0,3,166
2859,Gunjur,1195.0,2,44.0,2,88
2860,Yelenahalli,1159.0,2,60.0,2,239
2861,Whitefield,1386.0,3,57.46,3,235
2862,Harlur,1197.0,2,79.0,2,94
2863,Jigani,5950.0,2,226.0,4,117
2864,Bommasandra,1295.0,2,50.28,3,52
2865,Others,1310.0,2,37.83,3,184
2866,Whitefield,1132.0,2,79.28,2,235
2867,Whitefield,1200.0,2,45.84,2,235
2868,Marathahalli,1937.0,3,140.0,3,165
2869,Doddathoguru,1015.0,2,33.5,2,73
2870,Kathriguppe,1350.0,2,80.99,3,136
2871,Kothanur,1185.0,2,59.0,2,150
2872,Domlur,1720.0,3,135.0,3,74
2873,Tindlu,1500.0,3,87.0,3,223
2874,Yelahanka,1566.0,3,97.0,3,237
2875,Others,1500.0,4,110.0,4,184
2876,KR Puram,1290.0,2,49.02,2,119
2877,Others,1531.0,3,72.0,3,184
2878,Whitefield,1140.0,2,39.0,2,235
2879,Tumkur Road,1948.5,3,57.76,3,224
2880,Banashankari Stage III,2000.0,4,100.0,4,32
2881,Kaval Byrasandra,1100.0,2,46.0,2,137
2882,Bannerghatta,1618.0,3,68.0,3,37
2883,Whitefield,2830.0,5,160.0,4,235
2884,Uttarahalli,1315.0,2,74.0,3,226
2885,Anandapura,1141.0,2,42.75,2,17
2886,AECS Layout,1080.0,2,55.0,2,11
2887,HBR Layout,1200.0,2,60.0,2,90
2888,Varthur,1111.0,2,41.88,2,227
2889,NGR Layout,1022.0,2,45.9,2,172
2890,Bannerghatta Road,1275.0,2,65.0,2,38
2891,Others,900.0,2,70.0,2,184
2892,Rachenahalli,1224.0,2,39.2,2,193
2893,Battarahalli,1135.0,2,43.0,2,41
2894,Rachenahalli,1050.0,2,52.1,2,193
2895,Bellandur,1050.0,2,72.0,2,44
2896,Hosa Road,1513.0,3,103.0,3,104
2897,Gottigere,1621.0,3,72.0,3,85
2898,Bannerghatta Road,892.0,2,39.0,2,38
2899,Whitefield,1205.0,2,40.0,2,235
2900,Kengeri,726.0,2,35.0,2,139
2901,Horamavu Agara,1079.0,2,41.0,2,101
2902,Begur Road,1170.0,2,46.0,2,43
2903,Doddathoguru,1104.0,2,39.0,2,73
2904,Kanakpura Road,950.0,2,45.0,2,131
2905,Hormavu,4818.0,4,390.0,4,103
2906,Others,1650.0,2,52.0,3,184
2907,Kogilu,1559.0,3,127.0,3,146
2908,Others,1100.0,2,38.0,2,184
2909,Ramagondanahalli,1215.0,2,45.5,2,197
2910,Talaghattapura,1868.0,3,135.0,3,218
2911,Electronic City,1130.0,2,32.63,2,77
2912,Sarjapur  Road,1691.0,3,98.0,3,204
2913,Ardendale,4355.0,3,350.0,5,21
2914,Hulimavu,1225.0,2,55.0,2,108
2915,JP Nagar,1690.0,3,112.0,3,113
2916,Kasturi Nagar,1896.0,3,125.0,4,135
2917,Sonnenahalli,605.0,1,40.0,1,214
2918,Electronic City Phase II,900.0,2,32.5,2,78
2919,Others,750.0,2,50.0,1,184
2920,Ananth Nagar,908.0,2,26.0,2,18
2921,Thanisandra,3216.0,4,226.0,4,219
2922,Iblur Village,1400.0,2,68.0,2,111
2923,Hulimavu,1255.0,2,74.0,2,108
2924,Electronic City,1500.0,2,100.0,3,77
2925,Thanisandra,1296.0,2,72.0,2,219
2926,Horamavu Banaswadi,925.0,2,38.0,2,102
2927,Raja Rajeshwari Nagar,1023.0,2,42.0,2,194
2928,Thanisandra,1020.0,2,44.5,2,219
2929,Choodasandra,1530.0,3,77.0,3,64
2930,Gubbalala,1650.0,3,71.0,3,87
2931,Others,1605.0,2,85.0,3,184
2932,Kogilu,1190.0,2,50.66,2,146
2933,Jakkur,1374.0,3,68.0,3,114
2934,6th Phase JP Nagar,1140.0,2,65.0,2,7
2935,Green Glen Layout,1725.0,3,130.0,3,86
2936,Bisuvanahalli,1075.0,2,50.0,3,50
2937,Kannamangala,1574.0,3,93.34,3,132
2938,Sanjay nagar,965.0,1,32.0,1,201
2939,Marathahalli,1550.0,3,83.0,3,165
2940,Others,1205.0,2,60.0,2,184
2941,Kambipura,1082.0,2,55.0,3,127
2942,Uttarahalli,1215.0,2,52.85,3,226
2943,Others,1200.0,3,46.14,2,184
2944,Ardendale,3198.0,4,250.0,4,21
2945,Kanakpura Road,1452.0,3,60.98,3,131
2946,Electronic City Phase II,1329.0,2,41.0,3,78
2947,Others,1125.0,2,44.0,2,184
2948,Others,1200.0,2,70.0,2,184
2949,Sarjapur  Road,1350.0,3,39.97,3,204
2950,Hebbal,2600.0,3,195.0,3,95
2951,Pai Layout,1255.0,2,80.0,2,186
2952,Others,1904.0,3,155.0,3,184
2953,Somasundara Palya,1329.0,2,70.0,2,212
2954,Chandapura,1200.0,2,60.0,2,59
2955,Murugeshpalya,2135.0,3,160.0,3,170
2956,Others,813.0,1,39.0,1,184
2957,Others,3884.0,4,240.0,4,184
2958,Doddaballapur,3876.0,3,300.0,3,71
2959,Kalena Agrahara,800.0,2,30.0,2,125
2960,Hormavu,1500.0,3,70.0,3,103
2961,Bannerghatta Road,1880.0,3,95.0,3,38
2962,Electronic City,1440.0,2,55.0,3,77
2963,Akshaya Nagar,1575.0,3,90.0,3,13
2964,Others,1630.0,2,97.78,3,184
2965,Yelahanka,1180.0,3,55.0,3,237
2966,Others,1090.0,2,36.0,2,184
2967,Others,2425.0,4,173.0,4,184
2968,Varthur,1097.0,2,33.82,2,227
2969,Raja Rajeshwari Nagar,1070.0,2,50.0,2,194
2970,Kumaraswami Layout,1000.0,2,58.0,2,153
2971,Others,1150.0,2,56.0,2,184
2972,Frazer Town,1900.0,4,145.0,3,80
2973,Others,1141.0,2,49.0,2,184
2974,Jigani,937.0,2,44.0,2,117
2975,Green Glen Layout,1075.0,2,60.0,2,86
2976,Panathur,1000.0,2,65.3,2,187
2977,Kasavanhalli,1450.0,3,77.41,3,134
2978,Others,936.0,2,43.0,2,184
2979,Others,1280.0,2,75.0,2,184
2980,Babusapalaya,1050.0,2,45.0,2,27
2981,Marathahalli,1350.0,2,86.0,2,165
2982,Devanahalli,1174.0,2,59.0,2,69
2983,Others,500.0,1,24.0,1,184
2984,Gottigere,1304.0,3,80.0,3,85
2985,Yelahanka,1653.0,3,120.0,3,237
2986,Bisuvanahalli,1075.0,2,52.0,3,50
2987,7th Phase JP Nagar,1212.0,3,42.0,2,8
2988,Billekahalli,1140.0,2,50.0,2,48
2989,Kudlu Gate,1532.0,3,83.0,3,152
2990,Doddaballapur,2776.0,4,195.0,3,71
2991,Padmanabhanagar,1531.0,2,75.0,3,185
2992,Uttarahalli,1325.0,2,53.0,2,226
2993,Electronic City,1156.0,2,44.0,3,77
2994,Bannerghatta Road,1260.0,2,70.0,2,38
2995,Vittasandra,1934.0,2,90.0,2,234
2996,Malleshpalya,1060.0,2,40.0,2,163
2997,Kasavanhalli,1476.0,3,95.0,3,134
2998,Murugeshpalya,1185.0,2,85.0,2,170
2999,Others,1265.0,2,82.0,3,184
3000,Others,3200.0,5,150.0,4,184
3001,Others,1196.0,2,56.81,2,184
3002,EPIP Zone,1280.0,2,69.0,2,76
3003,Hulimavu,1175.0,2,45.0,2,108
3004,Others,1850.0,3,98.0,3,184
3005,Whitefield,1195.0,2,70.0,2,235
3006,Hosur Road,1180.0,2,36.5,2,107
3007,Jakkur,1050.0,2,49.87,2,114
3008,Electronic City,1400.0,2,40.44,3,77
3009,Others,2360.0,4,150.0,4,184
3010,Others,1030.0,2,77.25,2,184
3011,Others,1512.0,1,65.01,2,184
3012,Subramanyapura,929.0,2,48.0,2,215
3013,Jigani,1252.0,3,61.0,3,117
3014,Green Glen Layout,1485.0,3,115.0,3,86
3015,Electronics City Phase 1,1124.0,2,55.0,3,79
3016,Hennur Road,1482.0,2,97.0,3,99
3017,Whitefield,3480.0,4,284.0,3,235
3018,Others,2000.0,3,160.0,3,184
3019,Prithvi Layout,1352.0,2,75.0,2,191
3020,Electronic City,1152.0,2,65.0,2,77
3021,Others,1575.0,3,93.0,3,184
3022,Hegde Nagar,1965.0,4,125.0,3,97
3023,Others,1300.0,2,70.0,3,184
3024,Marathahalli,957.0,2,47.0,2,165
3025,Hoskote,1740.0,3,60.0,3,106
3026,Neeladri Nagar,1060.0,2,35.0,2,179
3027,Others,975.0,2,50.0,2,184
3028,Ramamurthy Nagar,1150.0,2,51.0,2,198
3029,Whitefield,1738.0,2,79.0,3,235
3030,Bommanahalli,1250.0,3,55.0,3,51
3031,Bannerghatta Road,1788.0,3,90.0,3,38
3032,Kanakapura,1151.0,2,59.0,2,130
3033,Uttarahalli,1300.0,2,60.0,3,226
3034,Others,1380.0,2,75.0,2,184
3035,Hebbal,1645.0,3,117.0,3,95
3036,Babusapalaya,1141.0,2,45.9,2,27
3037,7th Phase JP Nagar,1175.0,2,82.5,2,8
3038,Banashankari Stage V,1355.0,2,61.0,3,33
3039,Dasarahalli,1150.0,2,70.0,2,68
3040,Others,1000.0,2,45.0,2,184
3041,Balagere,1007.0,2,65.0,2,29
3042,Others,3000.0,5,100.0,4,184
3043,Kothanur,1436.0,3,70.0,3,150
3044,Somasundara Palya,2372.0,3,140.0,3,212
3045,Rayasandra,1016.0,2,58.0,2,199
3046,Dodda Nekkundi,1100.0,2,48.0,2,70
3047,Others,1080.0,2,45.0,2,184
3048,Electronic City,1070.0,2,60.0,2,77
3049,Kadubeesanahalli,1532.0,3,115.0,3,120
3050,Hennur,1040.0,2,42.12,2,98
3051,Others,3100.0,3,250.0,3,184
3052,Tumkur Road,1675.5,2,48.905,2,224
3053,Thanisandra,1430.0,2,51.6,3,219
3054,ITPL,3262.0,5,205.0,4,110
3055,Others,1827.0,3,100.0,3,184
3056,HRBR Layout,1210.0,2,75.0,2,91
3057,Others,1500.0,3,95.0,3,184
3058,Hebbal,1251.0,2,88.73,2,95
3059,HSR Layout,1600.0,2,115.0,3,92
3060,Electronic City,1128.0,2,65.5,2,77
3061,Budigere,1820.0,3,93.0,3,56
3062,Thigalarapalya,2072.0,4,159.0,3,220
3063,Raja Rajeshwari Nagar,1510.0,2,59.0,3,194
3064,Hoodi,1925.0,2,114.0,3,100
3065,Thigalarapalya,2072.0,4,147.0,3,220
3066,Kumaraswami Layout,1000.0,2,36.0,2,153
3067,Sahakara Nagar,960.0,2,56.0,2,200
3068,Others,1180.0,2,63.0,2,184
3069,Benson Town,2270.0,3,180.0,3,45
3070,Lakshminarayana Pura,1200.0,2,75.0,2,157
3071,Bisuvanahalli,1180.0,2,46.0,3,50
3072,Others,1300.0,3,47.0,3,184
3073,Bannerghatta Road,1157.0,2,40.0,2,38
3074,Kanakpura Road,1300.0,3,69.0,3,131
3075,Banashankari Stage III,1305.0,2,59.0,3,32
3076,Jakkur,1290.0,2,80.0,2,114
3077,Hoskote,1170.0,2,45.0,2,106
3078,Yelachenahalli,1400.0,2,78.0,2,236
3079,Others,1155.0,2,60.0,3,184
3080,Hormavu,1725.0,3,85.0,3,103
3081,Kanakpura Road,700.0,2,40.0,2,131
3082,Hoodi,1112.0,2,88.0,2,100
3083,Somasundara Palya,1178.0,2,78.0,2,212
3084,Badavala Nagar,1274.0,2,81.0,2,28
3085,Doddathoguru,915.0,2,32.0,2,73
3086,Others,1540.0,3,68.0,3,184
3087,Others,1206.0,2,38.5,2,184
3088,Nehru Nagar,2342.0,3,115.0,4,180
3089,Others,1200.0,2,55.0,3,184
3090,Yelenahalli,1056.0,2,33.0,2,239
3091,Kanakpura Road,1450.0,3,54.3,3,131
3092,Others,1161.0,2,36.69,2,184
3093,Others,1097.0,2,65.0,2,184
3094,Uttarahalli,850.0,2,35.0,2,226
3095,Green Glen Layout,1715.0,3,115.0,3,86
3096,Electronic City,1200.0,2,59.0,2,77
3097,8th Phase JP Nagar,1080.0,2,38.0,2,9
3098,Kasavanhalli,1200.0,2,50.3,2,134
3099,Banashankari,1400.0,2,78.0,3,30
3100,Kanakpura Road,648.5,1,19.695,1,131
3101,Marathahalli,1230.0,2,57.0,2,165
3102,Kalyan nagar,1640.0,3,88.0,3,126
3103,Banashankari,1700.0,3,125.0,3,30
3104,Bommasandra,1478.0,2,44.0,3,52
3105,Banashankari,1020.0,2,40.79,2,30
3106,Yelahanka,1275.0,2,95.0,3,237
3107,Kanakapura,1110.0,2,38.85,2,130
3108,Uttarahalli,1627.86,3,88.0,3,226
3109,Others,620.0,2,22.0,2,184
3110,Hosa Road,1133.0,2,52.0,2,104
3111,Hennur Road,1182.0,2,82.5,2,99
3112,Tumkur Road,1500.0,3,100.0,3,224
3113,Marathahalli,1200.0,2,58.0,2,165
3114,Raja Rajeshwari Nagar,1128.0,2,48.79,2,194
3115,Amruthahalli,1100.0,2,45.0,2,16
3116,Kengeri Satellite Town,635.0,1,22.0,2,140
3117,Ardendale,2062.0,3,140.0,4,21
3118,Thanisandra,1874.0,4,130.0,3,219
3119,Old Madras Road,1171.0,2,75.0,2,183
